"date","Stock","Value","Sector"
2000-02-18,"JPM",1.03153318757537,"Finance"
2000-02-18,"GS",0.916330454394666,"Finance"
2000-02-18,"JNJ",0.843025831624693,"Healthcare"
2000-02-18,"PFE",1.06937266141953,"Healthcare"
2000-02-18,"UNH",1.07674424031502,"Healthcare"
2000-02-22,"AAPL",1.01675008274314,"Tech"
2000-02-22,"MSFT",0.804825961066648,"Tech"
2000-02-22,"NVDA",1.39919571396323,"Tech"
2000-02-22,"BP",0.771519643751016,"Energy"
2000-02-22,"SHEL",0.930526684969943,"Energy"
2000-02-22,"XOM",0.968688188219376,"Energy"
2000-02-22,"HSBC",0.811671279175013,"Finance"
2000-02-22,"BCS",0.874458921003377,"Finance"
2000-02-22,"JPM",1.06603231817261,"Finance"
2000-02-22,"GS",0.924834464568155,"Finance"
2000-02-22,"JNJ",0.855953522802605,"Healthcare"
2000-02-22,"PFE",1.05364681439556,"Healthcare"
2000-02-22,"UNH",1.09418579029132,"Healthcare"
2000-02-23,"AAPL",1.03852517609218,"Tech"
2000-02-23,"MSFT",0.808579242912839,"Tech"
2000-02-23,"NVDA",1.40721440858461,"Tech"
2000-02-23,"BP",0.770800096977486,"Energy"
2000-02-23,"SHEL",0.887377096793639,"Energy"
2000-02-23,"XOM",0.958254292886582,"Energy"
2000-02-23,"HSBC",0.820512451042342,"Finance"
2000-02-23,"BCS",0.862008879929843,"Finance"
2000-02-23,"JPM",1.06775722058854,"Finance"
2000-02-23,"GS",0.972316328604487,"Finance"
2000-02-23,"JNJ",0.828737072144976,"Healthcare"
2000-02-23,"PFE",1.06937266141953,"Healthcare"
2000-02-23,"UNH",1.06511580245067,"Healthcare"
2000-02-24,"AAPL",1.0291730690709,"Tech"
2000-02-24,"MSFT",0.812868961024442,"Tech"
2000-02-24,"NVDA",1.39386425033647,"Tech"
2000-02-24,"BP",0.747247857689939,"Energy"
2000-02-24,"SHEL",0.865263452085423,"Energy"
2000-02-24,"XOM",0.934979792944444,"Energy"
2000-02-24,"HSBC",0.818744600918174,"Finance"
2000-02-24,"BCS",0.858133383462063,"Finance"
2000-02-24,"JPM",1.04878271124789,"Finance"
2000-02-24,"GS",1.01625468320217,"Finance"
2000-02-24,"JNJ",0.802881853635102,"Healthcare"
